subject,id,date,count,code,number,name,group,enrollment,count_prop,day,peak_demand,peak_demand_day,section,times,locations,rating,workload
AMST,100,2019-08-31,53,AMST 486,486,Asian American Race & Empire,36,22,2.409090909090909,10,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-01,50,AMST 486,486,Asian American Race & Empire,36,22,2.272727272727273,11,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-02,50,AMST 486,486,Asian American Race & Empire,36,22,2.272727272727273,12,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-03,41,AMST 486,486,Asian American Race & Empire,36,22,1.8636363636363635,13,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-04,30,AMST 486,486,Asian American Race & Empire,36,22,1.3636363636363635,14,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-05,29,AMST 486,486,Asian American Race & Empire,36,22,1.3181818181818181,15,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-06,27,AMST 486,486,Asian American Race & Empire,36,22,1.2272727272727273,16,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-07,27,AMST 486,486,Asian American Race & Empire,36,22,1.2272727272727273,17,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-08,26,AMST 486,486,Asian American Race & Empire,36,22,1.1818181818181819,18,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-09,25,AMST 486,486,Asian American Race & Empire,36,22,1.1363636363636365,19,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-10,22,AMST 486,486,Asian American Race & Empire,36,22,1,20,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,100,2019-09-11,22,AMST 486,486,Asian American Race & Empire,36,22,1,21,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58
AMST,101,2019-08-22,1,AMST 491,491,Senior Project,37,3,0.3333333333333333,1,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-23,1,AMST 491,491,Senior Project,37,3,0.3333333333333333,2,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-24,2,AMST 491,491,Senior Project,37,3,0.6666666666666666,3,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-25,2,AMST 491,491,Senior Project,37,3,0.6666666666666666,4,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-26,3,AMST 491,491,Senior Project,37,3,1,5,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-27,3,AMST 491,491,Senior Project,37,3,1,6,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-28,3,AMST 491,491,Senior Project,37,3,1,7,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-29,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,8,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-30,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,9,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-08-31,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,10,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-01,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,11,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-02,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,12,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-03,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,13,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-04,4,AMST 491,491,Senior Project,37,3,1.3333333333333333,14,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-05,3,AMST 491,491,Senior Project,37,3,1,15,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-06,3,AMST 491,491,Senior Project,37,3,1,16,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-07,3,AMST 491,491,Senior Project,37,3,1,17,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-08,3,AMST 491,491,Senior Project,37,3,1,18,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-09,3,AMST 491,491,Senior Project,37,3,1,19,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-10,3,AMST 491,491,Senior Project,37,3,1,20,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,101,2019-09-11,3,AMST 491,491,Senior Project,37,3,1,21,4,2019-08-29,1,1 HTBA,NA,3.81,3.7199999999999998
AMST,102,2019-08-22,4,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.36363636363636365,1,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-23,4,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.36363636363636365,2,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-24,4,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.36363636363636365,3,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-25,5,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.45454545454545453,4,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-26,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,5,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-27,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,6,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-28,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,7,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-29,8,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.7272727272727273,8,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-30,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,9,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-08-31,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,10,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-01,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,11,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-02,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,12,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-03,7,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.6363636363636364,13,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-04,10,AMST 493,493,SeniorProject: IntensiveMajor,38,11,0.9090909090909091,14,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-05,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,15,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-06,12,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1.0909090909090908,16,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-07,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,17,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-08,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,18,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-09,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,19,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-10,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,20,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMST,102,2019-09-11,11,AMST 493,493,SeniorProject: IntensiveMajor,38,11,1,21,12,2019-09-06,1,M 15.30-17.20 + 1,WLH 112,3.75,3.17
AMTH,122,2019-08-22,90,AMTH 222,222,LinearAlgebraWithApplications,1,113,0.7964601769911505,1,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-23,94,AMTH 222,222,LinearAlgebraWithApplications,1,113,0.831858407079646,2,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-24,109,AMTH 222,222,LinearAlgebraWithApplications,1,113,0.9646017699115044,3,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-25,114,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.008849557522124,4,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-26,136,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.2035398230088497,5,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-27,146,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.2920353982300885,6,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-28,152,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.345132743362832,7,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-29,142,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.2566371681415929,8,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-30,141,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.247787610619469,9,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-08-31,137,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.2123893805309736,10,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-01,135,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.1946902654867257,11,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-02,134,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.1858407079646018,12,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-03,133,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.176991150442478,13,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-04,127,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.1238938053097345,14,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-05,123,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0884955752212389,15,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-06,120,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0619469026548674,16,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-07,121,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0707964601769913,17,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-08,121,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0707964601769913,18,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-09,118,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0442477876106195,19,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-10,115,AMTH 222,222,LinearAlgebraWithApplications,1,113,1.0176991150442478,20,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,122,2019-09-11,113,AMTH 222,222,LinearAlgebraWithApplications,1,113,1,21,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98
AMTH,123,2019-08-22,59,AMTH 244,244,Discrete Mathematics,2,86,0.686046511627907,1,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-23,65,AMTH 244,244,Discrete Mathematics,2,86,0.7558139534883721,2,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-24,66,AMTH 244,244,Discrete Mathematics,2,86,0.7674418604651163,3,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-25,75,AMTH 244,244,Discrete Mathematics,2,86,0.872093023255814,4,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-26,95,AMTH 244,244,Discrete Mathematics,2,86,1.1046511627906976,5,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-27,114,AMTH 244,244,Discrete Mathematics,2,86,1.3255813953488371,6,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-28,115,AMTH 244,244,Discrete Mathematics,2,86,1.3372093023255813,7,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-29,116,AMTH 244,244,Discrete Mathematics,2,86,1.3488372093023255,8,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-30,114,AMTH 244,244,Discrete Mathematics,2,86,1.3255813953488371,9,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-08-31,114,AMTH 244,244,Discrete Mathematics,2,86,1.3255813953488371,10,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-01,112,AMTH 244,244,Discrete Mathematics,2,86,1.302325581395349,11,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-02,111,AMTH 244,244,Discrete Mathematics,2,86,1.2906976744186047,12,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-03,108,AMTH 244,244,Discrete Mathematics,2,86,1.255813953488372,13,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-04,107,AMTH 244,244,Discrete Mathematics,2,86,1.244186046511628,14,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-05,106,AMTH 244,244,Discrete Mathematics,2,86,1.2325581395348837,15,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-06,101,AMTH 244,244,Discrete Mathematics,2,86,1.1744186046511629,16,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-07,102,AMTH 244,244,Discrete Mathematics,2,86,1.186046511627907,17,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-08,96,AMTH 244,244,Discrete Mathematics,2,86,1.1162790697674418,18,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-09,88,AMTH 244,244,Discrete Mathematics,2,86,1.0232558139534884,19,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-10,86,AMTH 244,244,Discrete Mathematics,2,86,1,20,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,123,2019-09-11,86,AMTH 244,244,Discrete Mathematics,2,86,1,21,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54
AMTH,124,2019-08-22,3,AMTH 247,247,Partial Differential Equations,3,0,0,1,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-23,5,AMTH 247,247,Partial Differential Equations,3,0,0,2,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-24,5,AMTH 247,247,Partial Differential Equations,3,0,0,3,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-25,5,AMTH 247,247,Partial Differential Equations,3,0,0,4,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-26,7,AMTH 247,247,Partial Differential Equations,3,0,0,5,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-27,6,AMTH 247,247,Partial Differential Equations,3,0,0,6,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-28,4,AMTH 247,247,Partial Differential Equations,3,0,0,7,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-29,3,AMTH 247,247,Partial Differential Equations,3,0,0,8,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-30,3,AMTH 247,247,Partial Differential Equations,3,0,0,9,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-08-31,3,AMTH 247,247,Partial Differential Equations,3,0,0,10,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-01,2,AMTH 247,247,Partial Differential Equations,3,0,0,11,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-02,2,AMTH 247,247,Partial Differential Equations,3,0,0,12,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-03,2,AMTH 247,247,Partial Differential Equations,3,0,0,13,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-04,1,AMTH 247,247,Partial Differential Equations,3,0,0,14,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-05,1,AMTH 247,247,Partial Differential Equations,3,0,0,15,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-06,1,AMTH 247,247,Partial Differential Equations,3,0,0,16,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-07,1,AMTH 247,247,Partial Differential Equations,3,0,0,17,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-08,0,AMTH 247,247,Partial Differential Equations,3,0,0,18,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-09,0,AMTH 247,247,Partial Differential Equations,3,0,0,19,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-10,0,AMTH 247,247,Partial Differential Equations,3,0,0,20,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,124,2019-09-11,0,AMTH 247,247,Partial Differential Equations,3,0,0,21,7,2019-08-26,1,1 HTBA,NA,3.1,3
AMTH,125,2019-08-22,9,AMTH 262,262,Comp Tools for Data Science,4,0,0,1,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-23,9,AMTH 262,262,Comp Tools for Data Science,4,0,0,2,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-24,7,AMTH 262,262,Comp Tools for Data Science,4,0,0,3,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-25,7,AMTH 262,262,Comp Tools for Data Science,4,0,0,4,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-26,4,AMTH 262,262,Comp Tools for Data Science,4,0,0,5,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-27,3,AMTH 262,262,Comp Tools for Data Science,4,0,0,6,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-28,4,AMTH 262,262,Comp Tools for Data Science,4,0,0,7,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-29,3,AMTH 262,262,Comp Tools for Data Science,4,0,0,8,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-30,3,AMTH 262,262,Comp Tools for Data Science,4,0,0,9,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-08-31,3,AMTH 262,262,Comp Tools for Data Science,4,0,0,10,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-01,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,11,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-02,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,12,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-03,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,13,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-04,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,14,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-05,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,15,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-06,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,16,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-07,2,AMTH 262,262,Comp Tools for Data Science,4,0,0,17,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-08,1,AMTH 262,262,Comp Tools for Data Science,4,0,0,18,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-09,1,AMTH 262,262,Comp Tools for Data Science,4,0,0,19,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-10,0,AMTH 262,262,Comp Tools for Data Science,4,0,0,20,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,125,2019-09-11,0,AMTH 262,262,Comp Tools for Data Science,4,0,0,21,9,2019-08-22,1,1 HTBA,NA,3.02,3.34
AMTH,126,2019-08-22,6,AMTH 342,342,Linear Systems,5,4,1.5,1,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-23,6,AMTH 342,342,Linear Systems,5,4,1.5,2,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-24,6,AMTH 342,342,Linear Systems,5,4,1.5,3,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-25,6,AMTH 342,342,Linear Systems,5,4,1.5,4,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-26,8,AMTH 342,342,Linear Systems,5,4,2,5,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-27,10,AMTH 342,342,Linear Systems,5,4,2.5,6,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-28,9,AMTH 342,342,Linear Systems,5,4,2.25,7,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-29,8,AMTH 342,342,Linear Systems,5,4,2,8,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-30,7,AMTH 342,342,Linear Systems,5,4,1.75,9,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-08-31,7,AMTH 342,342,Linear Systems,5,4,1.75,10,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-01,7,AMTH 342,342,Linear Systems,5,4,1.75,11,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-02,5,AMTH 342,342,Linear Systems,5,4,1.25,12,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-03,6,AMTH 342,342,Linear Systems,5,4,1.5,13,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-04,6,AMTH 342,342,Linear Systems,5,4,1.5,14,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-05,5,AMTH 342,342,Linear Systems,5,4,1.25,15,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-06,6,AMTH 342,342,Linear Systems,5,4,1.5,16,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-07,6,AMTH 342,342,Linear Systems,5,4,1.5,17,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-08,6,AMTH 342,342,Linear Systems,5,4,1.5,18,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-09,4,AMTH 342,342,Linear Systems,5,4,1,19,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-10,3,AMTH 342,342,Linear Systems,5,4,0.75,20,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,126,2019-09-11,4,AMTH 342,342,Linear Systems,5,4,1,21,10,2019-08-27,1,MW 13.00-14.15,DL 514,3.17,4.17
AMTH,127,2019-08-22,14,AMTH 420,420,Mathematics of Data Science,6,11,1.2727272727272727,1,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-23,12,AMTH 420,420,Mathematics of Data Science,6,11,1.0909090909090908,2,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-24,12,AMTH 420,420,Mathematics of Data Science,6,11,1.0909090909090908,3,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-25,14,AMTH 420,420,Mathematics of Data Science,6,11,1.2727272727272727,4,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-26,19,AMTH 420,420,Mathematics of Data Science,6,11,1.7272727272727273,5,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-27,22,AMTH 420,420,Mathematics of Data Science,6,11,2,6,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-28,19,AMTH 420,420,Mathematics of Data Science,6,11,1.7272727272727273,7,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-29,18,AMTH 420,420,Mathematics of Data Science,6,11,1.6363636363636365,8,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-30,18,AMTH 420,420,Mathematics of Data Science,6,11,1.6363636363636365,9,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-08-31,17,AMTH 420,420,Mathematics of Data Science,6,11,1.5454545454545454,10,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-09-01,18,AMTH 420,420,Mathematics of Data Science,6,11,1.6363636363636365,11,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-09-02,18,AMTH 420,420,Mathematics of Data Science,6,11,1.6363636363636365,12,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
AMTH,127,2019-09-03,17,AMTH 420,420,Mathematics of Data Science,6,11,1.5454545454545454,13,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25
